conversation_id,utterance_id,utterance,mode,caller
12,127,,UU,L
12,128,um/NNP ./.,UU/KK,R
12,129,school/NN ./.,DE/EU,L
12,130,and/CC then/RB last/JJ summer/NN i/PRP was/VBD in/IN boot/NN camp/NN ./.,DE/EE,L
12,131,um/NNP ./.,KK,R
12,132,"it/PRP ,/, that/WDT was/VBD an/DT experience/NN ./.",EE/ED,L
12,133,"yea/NNP ,/, i/PRP imagine/VBP ./.",KC/DD/KK/DR/KD/DK,R
12,134,it/PRP was/VBD interesting/VBG ./.,ED/EE,L
12,135,"i/PRP 'd/MD never/RB do/VB it/PRP again/RB ,/, but/CC",DD,L
12,136,but/CC it/PRP was/VBD pretty/RB neat/JJ ./.,ED/EE,L
12,137,my/PRP$ best/JJS friend/NN was/VBD in/IN boot/NN camp/NN,EE,R
12,138,and/CC he/PRP,ZZ,R
12,139,he/PRP was/VBD down/RB in/IN florida/NNP,EE,R
12,140,and/CC he/PRP just/RB did/VBD n't/RB,EE/EU,R
12,141,he/PRP was/VBD on/IN a/DT,EE/UU,R
12,142,i/PRP mean/VBP,DD,R
12,143,it/PRP was/VBD n't/RB boot/JJ camp/NN that/WDT was/VBD so/RB bad/JJ,EE/ED,R
12,144,it/PRP 's/VBZ just/RB,EE/EU,R
12,145,it/PRP was/VBD not/RB going/VBG anywhere/RB and/CC stuff/NN ./.,EE/ED,R
12,146,,UU,L
12,147,you/PRP do/VBP n't/RB do/VB nothing/NN in/IN boot/NN camp/NN except/IN,RE/RR/EE/KK/RD,L
12,148,you/PRP know/VBP,RE/RR/RD,L
12,149,what/WP they/PRP say/VBP ./.,RI/EE,R
12,150,"oh/UH yea/NN ,/, i/PRP mean/VBP",KK/DE/KC/DD/KD,L
12,151,you/PRP ca/MD n't/RB say/VB,RE/IE,L
12,152,'/'' i/PRP '/'',AE,L
12,153,it/PRP 's/VBZ always/RB 'sir/NNP '/POS,EE,L
12,154,or/CC 'the/VB private/JJ '/POS ./.,EE,L
13,0,,UU,R
13,1,have/VBP you/PRP done/VBN any/DT of/IN these/DT yet/RB ?/.,QQ,L
13,2,"no/DT ,/, this/DT is/VBZ my/PRP$ first/JJ one/CD ./.",KE/EE/KD/ED,R
13,3,your/PRP$ first/JJ experiment/NN ?/.,EQ/QQ/RQ,L
13,4,yea/NN ./.,KE/KK,R
13,5,have/VBP you/PRP done/VBN any/DT ?/.,QQ,R
13,6,i/PRP just/RB finished/VBD doing/VBG the/DT second/JJ half/NN of/IN my/PRP$,DE,L
13,7,first/RB one/CD ./.,DE,L
13,8,so/RB i/PRP got/VBD 2/CD hours/NNS credit/NN ./.,DE,L
13,9,i/PRP went/VBD last/JJ week/NN,DE,L
13,10,and/CC this/DT week/NN for/IN,ZZ,L
13,11,a/DT two-parter/NN ./.,ZZ,L
13,12,what/WP did/VBD you/PRP do/VB ?/.,QQ,R
13,13,careers/NNS and/CC,ED/QQ/DE,R
13,14,careers/NNS and/CC decision/NNP making/NN ./.,EE/DE,L
13,15,they/PRP give/VBP you/PRP two/CD hours/NNS for/IN that/DT one/CD ?/.,EQ/QQ,R
13,16,yea/NN,KE/RE/KK/AE,L
13,17,cause/NN you/PRP 've/VBP got/VBN to/TO come/VB back/RB in/IN,KE/RE/KK/AE,L
13,18,your/PRP$ second/JJ day/NN ./.,IE,L
13,19,um/NNP ./.,KK,R
13,20,take/VB a/DT,RE/AE/AA,L
13,21,take/VB a/DT different/JJ test/NN ./.,RE/AE/AA,L
13,22,i/PRP was/VBD gon/VBG na/TO take/VB that/DT one/CD,DD,R
13,23,but/CC they/PRP did/VBD n't/RB have/VB it/PRP,EE,R
13,24,the/DT only/JJ hour/NN i/PRP can/MD take/VB,EE/ED,R
13,25,"uh/NNP ,/,",KK,R
13,26,the/DT experiments/NNS is/VBZ at/IN 12/CD ./.,EE,R
13,27,between/JJ 12/CD and/CC 1/CD on/IN wednesday/NNP ./.,DE/EE,R
13,28,and/CC this/DT is/VBZ the/DT only/JJ one/CD open/JJ so/RB far/RB,EE,R
13,29,oh/UH ./.,KK,L
13,30,i/PRP checked/VBD today/NN and/CC they/PRP did/VBD n't/RB have/VB any/DT others/NNS,DE/EE/DD,R
13,31,um/NN,KK,R
13,32,so/RB i/PRP do/VBP n't/RB know/VB ./.,DD,R
13,33,i/PRP do/VBP n't/RB know/VB what/WP this/DT one/NN 's/POS gon/NN na/RB be/VB like/IN,DD/UU,R
13,34,./.,DD/UU,R
13,35,"uh/NNP ,/,",EE/DD/KK,L
13,36,"nobody/NN 's/POS been/VBN signing/VBG up/RP for/IN this/DT one/CD ,/,",EE/DD/KK,L
13,37,i/PRP noticed/VBD ./.,DD,L
13,38,well/RB,KK,R
13,39,they/PRP only/RB let/VBP one/CD person/NN at/IN a/DT time/NN take/VB it/PRP normally/RB ./.,EE,R
13,40,"yea/NN ,/, he/PRP said/VBD",KC/EE/KK/KE,L
13,41,uh/NN,KK,L
13,42,they/PRP usually/RB run/VBP,EE,L
13,43,males/NNS and/CC females/NNS separate/VBP but/CC,EE,L
13,44,"oh/UH ,/, yea/UH ./.",KK/KI,R
13,45,the/DT other/JJ guy/NN,EE,L
13,46,the/DT other/JJ experimentor/NN,EE,L
13,47,is/VBZ out/RP or/CC something/NN,EE,L
13,48,so/RB,KK,L
13,49,"oh/UH ,/, i/PRP",KK/DD/DU,R
13,50,"rather/RB than/IN lose/VB of/IN us/PRP ,/, he/PRP would/MD just/RB run/VB us/PRP together/RB ./.",EE,L
13,51,wonder/VB what/WP the/DT pictures/NNS are/VBP gon/VBG na/RB be/VB on/IN ./.,DD/DQ,R
13,52,,UU,L
13,53,that/DT may/MD be/VB why/WRB they/PRP run/VBP us/PRP separately/RB ./.,EE/ED,R
13,54,skep/NN,DD,L
13,55,skeptical/NN of/IN that/DT word/NN stimuli/NN,DD,L
13,56,,UU,L
13,57,i/PRP know/VBP ./.,DD,R
13,58,depends/VBZ on/IN what/WP they/PRP,EE/ED,R
13,59,think/NN you/PRP should/MD,ZZ,R
13,60,see/VB or/CC what/WP you/PRP do/VBP see/VB ./.,ED,R
13,61,i/PRP do/VBP n't/RB know/VB ./.,DD,R
13,62,i/PRP can/MD handle/VB anything/NN ./.,DD,L
13,63,i/PRP do/VBP n't/RB mind/VB ./.,DD,L
13,64,,KK/UU,R
13,65,who/WP 's/VBZ class/NN are/VBP you/PRP in/IN ?/.,QQ,R
13,66,ortor/NN ./.,DE/EE,L
13,67,jeff/NNP ortor/NNP ./.,DE/EE,L
13,68,oh/UH ./.,KK,R
13,69,i/PRP 'm/VBP in/IN dr./NNP naren/NNP 's/POS ./.,DE,R
13,70,he/PRP 's/VBZ a/DT good/JJ instructor/NN ./.,EE/ED,R
13,71,he/PRP 's/VBZ,EE/EU,R
13,72,i/PRP do/VBP n't/RB know/VB ./.,DD/EE/ED,R
13,73,he/PRP goes/VBZ off/IN alot/NN,DD/EE/ED,R
13,74,really/RB ?/.,QQ/QK,L
13,75,yea/NN ./.,KE/KD/KI,R
13,76,is/VBZ he/PRP,QQ,L
13,77,is/VBZ he/PRP interesting/VBG,QQ,L
13,78,to/TO listen/VB to/TO ?/.,QQ,L
13,79,alot/NNP more/RBR interesting/JJ than/IN the/DT book/NN ./.,ED/EE,R
13,80,,UU,L
13,81,it/PRP gets/VBZ to/TO be/VB very/RB bear/JJ,ED/EE,R
13,82,boring/NN ./.,ED,R
13,83,are/NNP you/PRP in/IN 1315/CD ?/.,QQ,R
13,84,yea/NN ./.,KE/KD,L
13,85,yea/NN ./.,KK/RR,R
13,86,have/VBP you/PRP got/VBD the/DT,QQ,L
13,87,blue/JJ book/NN ?/.,QQ,L
13,88,yea/NN ./.,KE/KI,R
13,89,,UU,L
13,90,it/PRP 's/VBZ,ED,R
13,91,very/RB boring/JJ ./.,EE,R
13,92,or/CC to/TO me/PRP it/PRP is/VBZ ./.,ED,R
13,93,it/PRP 's/VBZ,EE/EU,L
13,94,it/PRP 's/VBZ,EE/EU,L
13,95,"i/PRP like/VBP some/DT of/IN the/DT examples/NNS and/CC things/NNS it/PRP has/VBZ in/IN there/RB ,/,",DD,L
13,96,"but/CC as/RB far/RB as/IN just/RB reading/NN ,/,",ED,L
13,97,it/PRP kinda/VBD drags/NNS ./.,ED,L
13,98,towards/IN the/DT end/NN of/IN the/DT second/JJ chapter/NN it/PRP 's/VBZ,ED/EE,R
13,99,getting/VBG more/RBR interesting/JJ ./.,ED/EE,R
13,100,we/PRP have/VBP to/TO read/VB the/DT first/JJ four/CD chapters/NNS,CE/DE,R
13,101,"for/IN a/DT test/NN ,/,",DE,R
13,102,so/RB,DE/DD,R
13,103,i/PRP started/VBD reading/VBG the/DT thir/NN,DE/DD,R
13,104,now/RB since/IN we/PRP are/VBP getting/VBG into/IN the/DT third/JJ,ED/DE,R
13,105,"chapter/NN ,/,",ZZ,R
13,106,which/WDT is/VBZ,EE,R
13,107,the/DT human/JJ mind/NN and/CC things/NNS,EE,R
13,108,it/PRP 's/VBZ starting/VBG to/TO get/VB more/RBR interesting/JJ,UU/ED/EE,R
13,109,./.,UU/ED/EE,R
13,110,"well/RB ,/, we/PRP ,/, uh/UH",CE/KK/KE/DE,L
13,111,we/PRP did/VBD chapter/VB one/CD and/CC two/CD,DE,L
13,112,and/CC now/RB we/PRP skipped/VBD to/TO like/VB to/TO chapter/VB five/CD or/CC,CE/DE,L
13,113,six/CD ./.,CE/DE,L
13,114,really/RB ?/.,QQ/QK,R
13,115,we/PRP 're/VBP skipping/VBG a/DT couple/NN chapters/NNS,CE/DE,L
13,116,"were/VBD doing/VBG 1/CD ,/, 3/CD ,/, 4/CD and/CC then/RB skipping/VBG to/TO like/VB 9/CD ./.",CE/DE,R
13,117,really/RB we/PRP,QQ/QK,L
13,118,we/PRP 're/VBP,ZZ,L
13,119,"see/NN we/PRP did/VBD ,/, uh/VB",AA/CE/RE/EE/KD/KK/AE/DE,L
13,120,basic/JJ concepts/NNS,AA/CE/RE/EE/KD/KK/AE/DE,L
13,121,"and/CC ,/, uh/UH",KK,L
13,122,that/DT was/VBD boring/VBG ./.,ED/RR,R
13,123,and/CC some/DT,CE,L
13,124,"the/DT first/JJ two/CD chapters/NNS ,/, and/CC now/RB were/VBD",CE/DE,L
13,125,skipping/VBG to/TO learning/VBG,ZZ,L
13,126,oh/UH ./.,KK,R
13,127,skipping/VBG over/IN the/DT,CE/DE,L
13,128,you/PRP know/VBP,RE/KK/DE,L
13,129,the/DT brain/NN functions/NNS ./.,RE/KK/DE,L
13,130,,UU,L
13,131,"oh/UH ,/,",KK,R
13,132,he/PRP 's/VBZ making/VBG us/PRP learn/VB the/DT brain/NN functions/NNS,EE,R
13,133,the/DT neurons/NNS and/CC the/DT,EE,R
13,134,synapse/NN and/CC everything/NN ./.,EE,R
13,135,yea/NN ./.,KK,L
13,136,we/PRP 're/VBP really/RB getting/VBG our/PRP$ basic/JJ biology/NN ./.,CE/DE,R
13,137,getting/VBG basic/JJ biology/NN and/CC chemistry/NN ./.,RR,L
13,138,,UU,L
13,139,yea/NN ./.,KC/KK/KD,R
13,140,i/PRP do/VBP n't/RB know/VB ./.,DD,R
13,141,but/CC he/PRP 's/VBZ,ED/EE/EU,R
13,142,it/PRP 's/VBZ a/DT strange/JJ,ED/EE/EU,R
13,143,course/NN ./.,ZZ,R
13,144,it/PRP 's/VBZ different/JJ ./.,ED/EE,R
13,145,he/PRP sits/VBZ there/RB and/CC we/PRP wo/MD n't/RB answer/VB and/CC he/PRP 'll/MD say/VB,EE/CE/DD/DE,R
13,146,``/`` w-e-l-l/JJ ?/. ``/`` ./.,EE/CE/DD/DE,R
13,147,are/NNP you/PRP asleep/RB ?/.,EE/RR/QQ,L
13,148,'do/IN you/PRP '/'',EE/QE,R
13,149,'what/WDT do/VBP ya/JJR 'll/MD think/VB ?/. '/'' ./.,EE/QE,R
13,150,you/PRP know/VBP ?/.,QQ/QA/QK/RQ,R
13,151,i/PRP 've/VBP got/VBD it/PRP at/IN eight/CD in/IN the/DT morning/NN,DE,L
13,152,and/CC it/PRP 's/VBZ the/DT first/JJ class/NN,EE,L
13,153,and/CC everybody/NN 's/VBZ going/VBG,EE,L
13,154,i/PRP know/VBP ./.,DD/DR/DK,R
13,155,drops/NNP off/RP ./.,EE,L
13,156,i/PRP have/VBP it/PRP at/IN eleven/RB ./.,DE/DD,R
13,157,when/WRB do/VBP i/PRP have/VB it/PRP ?/.,QQ/DE/QD/EE,R
13,158,ten/NN,QQ/DE/QD/EE,R
13,159,and/CC i/PRP said/VBD,DE,R
13,160,we/PRP were/VBD talking/VBG the/DT other/JJ day/NN,CE/DE/EE/DD,R
13,161,and/CC i/PRP said/VBD 'we/PRP would/MD n't/RB make/VB it/PRP if/IN this/DT was/VBD an/DT,CE/DE/EE/DD,R
13,162,eight/CD o'clock/RB class/NN ./. '/'',CE/DE/EE/DD,R
13,163,really/RB ./.,KK/QK/UU/CC/RR,L
13,164,we/PRP would/MD just/RB be/VB going/VBG,CE/DD/DE,R
13,165,because/IN he/PRP expects/VBZ answers/NNS,EE,R
13,166,and/CC he/PRP gets/VBZ mad/JJ cause/NN we/PRP 'll/MD answer/VB in/IN one/CD word/NN,EE,R
13,167,"and/CC he/PRP says/VBZ 'if/CD nothing/NN else/RB ,/, your/PRP$ going/VBG to/TO",EE,R
13,168,learn/NN to/TO answer/VB in/IN a/DT whole/JJ system/NN ./. '/'',EE,R
13,169,,UU,L
13,170,"sentence/NN ,/, not/RB system/NN ,/,",DD/EE,R
13,171,"and/CC he/PRP gets/VBZ mad/JJ ,/, so/RB mad/JJ",EE,R
13,172,cause/NN we/PRP throw/VBP words/NNS at/IN him/PRP,EE/DE,R
13,173,and/CC i/PRP do/VBP n't/RB know/VB ./.,DD,R
13,174,it/PRP 's/VBZ really/RB strange/JJ ./.,ED/EE,R
13,175,i/PRP 'm/VBP afraid/JJ the/DT test/NN are/VBP going/VBG to/TO be/VB really/RB,DD,R
13,176,hard/RB ./.,DD,R
13,177,"yea/NN ,/,",KC/KK,L
13,178,i/PRP 'm/VBP kinda/JJ afraid/NN of/IN that/DT too/RB ./.,DD,L
13,179,"it/PRP 's/VBZ ,/,",EE,L
13,180,our/PRP$ instructor/NN,EE/KK,L
13,181,"was/VBD ,/, uh/JJ",EE/KK,L
13,182,was/VBD mapping/VBG out/RP on/IN the/DT board/NN,EE,L
13,183,"how/WRB ,/, uh/VB",KK,L
13,184,"how/WRB his/PRP$ grading/NN works/NNS ,/, you/PRP know/VBP",RE/EE/KK,L
13,185,he/PRP drew/VBD these/DT two/CD big/JJ circles/NNS,EE,L
13,186,that/DT kinda/NN interconnected/VBD,ZZ,L
13,187,"saying/VBG ,/, uh/NN",ZZ,L
13,188,saying/VBG this/DT represents/VBZ the/DT book/NN,EE/KK,L
13,189,and/CC this/DT represents/VBZ lecture/NN,EE,L
13,190,and/CC the/DT part/NN in/IN the/DT middle/NN is/VBZ,EE,L
13,191,"is/VBZ what/WP most/JJS of/IN the/DT stuff/NN on/IN the/DT test/NN will/MD be/VB over/IN ,/,",ZZ,L
13,192,and/CC then/RB,EE,L
13,193,some/DT will/MD be/VB from/IN lecture/NN,EE,L
13,194,and/CC i/PRP noticed/VBD that/IN the/DT circle/NN from/IN his/PRP$ lecture/NN was/VBD bigger/JJR,DD,L
13,195,and/CC i/PRP said/VBD 'is/'' there/EX any/DT reason/NN why/WRB that/DT circle/NN is/VBZ bigger/JJR ?/. '/'',DE,L
13,196,"and/CC he/PRP goes/VBZ 'no/CD ,/, i/PRP just/RB do/VBP n't/RB draw/VB circles/NNS good/JJ ./. '/''",EE,L
13,197,and/CC he/PRP made/VBD it/PRP smaller/JJR,EE,L
13,198,"and/CC he/PRP said/VBD most/JJS of/IN the/DT stuff/NN was/VBD from/IN the/DT book/NN ,/,",EE,L
13,199,so/IN that/DT 's/VBZ good/JJ ./.,ED/EE,L
13,200,yea/NN ./.,KK/KI/KE,R
13,201,dr./NNP nearen/NNP said/VBD to/TO buy/VB the/DT study/NN guide/NN that/WDT goes/VBZ with/IN the/DT book/NN,EE,R
13,202,oh/UH ./.,KK,L
13,203,and/CC it/PRP would/MD help/VB you/PRP study/VB for/IN the/DT test/NN ./.,EE,R
13,204,i/PRP do/VBP n't/RB know/VB ./.,DD,R
13,205,"i/PRP 'm/VBP glad/JJ it/PRP 's/VBZ multiple/JJ choice/NN and/CC not/RB essay/VB ,/,",DD,R
13,206,because/IN an/DT essay/JJ test/NN in/IN pysc/NN would/MD be/VB hard/JJ ./.,ED/EE,R
13,207,"i/PRP do/VBP n't/RB know/VB ,/,",DD,L
13,208,it/PRP depends/VBZ on/IN the/DT course/NN ./.,ED/EE,L
13,209,in/IN psyc/NN it/PRP 's/VBZ hard/JJ to/TO say/VB ./.,ED/EE,L
13,210,"alot/NN of/IN times/NNS essay/VBP ,/,",ED,L
13,211,i/PRP like/VBP them/PRP better/RBR because/IN,DD,L
13,212,even/RB if/IN i/PRP do/VBP n't/RB have/VB exactly/RB what/WP their/PRP$ looking/VBG,ZZ,L
13,213,"for/IN ,/,",ZZ,L
13,214,i/PRP can/MD explain/VB what/WP the/DT hell/NN i/PRP 'm/VBP talking/VBG about/IN ./.,DD/DE,L
13,215,yea/NN ./.,KK,R
13,216,and/CC maybe/RB they/PRP get/VBP some/DT grade/NN ./.,EE/ED,L
13,217,the/DT other/JJ thing/NN on/IN multiple/JJ choice/NN though/IN,EE/ED,R
13,218,you/PRP can/MD look/VB at/IN it/PRP,AE/RE/IE,R
13,219,and/CC you/PRP can/MD kinda/VB narrow/VB it/PRP down/RP,RE/RD/AE/IE,R
13,220,to/TO what/WP,ZZ,R
13,221,yea/NN ./.,KK/KI,L
13,222,to/TO what/WP the/DT answer/NN is/VBZ ./.,RE/AE,R
13,223,yea/NN ./.,KK/KI,L
13,224,but/CC i/PRP do/VBP n't/RB know/VB ./.,DD,R
13,225,there/EX is/VBZ usually/RB at/IN least/JJS two/CD you/PRP can/MD throw/VB out/RP,EE/RE/ED,L
13,226,and/CC say/VB no/DT way/NN ./.,EE/RE/ED,L
13,227,but/CC a/DT test/NN,EE,R
13,228,that/IN covers/VBZ four/CD and/CC five/CD chapters/NNS ./.,QQ,R
13,229,"yea/NN ,/, we/PRP have/VBP n't/RB covered/VBN that/IN much/JJ ./.",KK/CE/DE/KE,L
13,230,i/PRP 'm/VBP surprised/JJ ya/NN 'll/MD have/VB ./.,DD,L
13,231,well/RB we/PRP 're/VBP just/RB on/IN the/DT third/JJ one/CD,CE/KK/DE/KE,R
13,232,but/CC that/IN,ZZ,R
13,233,the/DT test/NN is/VBZ march/NNP 2nd/CD ./.,EE,R
13,234,and/CC he/PRP said/VBD it/PRP would/MD be/VB over/IN the/DT first/JJ four/CD chapters/NNS absolutely/RB,EE,R
13,235,"and/CC possibly/RB the/DT fifth/NN ,/,",EE,R
13,236,so/RB,ZZ,R
13,237,i/PRP do/VBP n't/RB know/VB ./.,DD,R
13,238,"i/PRP know/VBP ,/, yea/VBP we/PRP 're/VBP doing/VBG chapter/NN five/CD",DD/KK/CE/DE/KE,R
13,239,and/CC then/RB we/PRP skip/VBP,CE/DE/EE,R
13,240,till/NNS like/IN way/NN up/RB in/IN the/DT book/NN ./.,DE,R
13,241,it/PRP 's/VBZ real/JJ weird/NN ./.,ED/EE,R
13,242,but/CC i/PRP guess/VBP different/JJ instructors/NNS think/VBP,DE/DD/EE,R
13,243,different/JJ things/NNS are/VBP important/JJ ./.,DE/DD/EE,R
13,244,i/PRP do/VBP n't/RB know/VB ./.,DD,R
13,245,"yea/NNP ,/, i/PRP know/VBP ,/, uh/JJ",KK/DD/KD/DE,L
13,246,the/DT experiment/NN i/PRP just/RB came/VBD from/IN,EE,L
13,247,he/PRP was/VBD saying/VBG,EE,L
13,248,for/IN,EE,L
13,249,"for/IN ,/, uh/UH ,/, in/IN depth/JJ explanation/NN of/IN the/DT experiment/NN",KK,L
13,250,"to/TO read/VB so/RB and/CC so/RB pages/NNS in/IN the/DT text/NN ,/,",EE,L
13,251,"and/CC ,/, uh/UH",KK,L
13,252,one/CD guy/NN said/VBD 'we/NNS do/VBP n't/RB have/VB that/DT text/NN ./. '/'',EE,L
13,253,and/CC one/CD instructor/NN is/VBZ using/VBG a/DT different/JJ textbook/NN ./.,EE,L
14,0,how/WRB many/JJ experiment/NN,QQ,R
14,1,um/NN,KK/QQ,R
14,2,you/PRP already/RB have/VB ?/.,KK/QQ,R
14,3,two/CD ./.,DE/DD/RR/EE,L
14,4,two/CD ./.,RR,R
14,5,already/RB ./.,DE/RR,L
14,6,this/DT one/CD is/VBZ,EQ/QQ,R
14,7,two/CD or/CC three/CD ?/.,EQ,R
14,8,"one/CD ,/, i/PRP think/VBP",EE/DD/DE,L
14,9,"oh/UH ,/,",KK,R
14,10,o.k/NNP ./.,IK/II,R
14,11,i/PRP think/VBP we/PRP have/VBP to/TO have/VB four/CD,DE/DD,R
14,12,"yea/NN ,/,",KC/CE/RR/KK/KR,L
14,13,have/VBP to/TO have/VB four/CD ./.,KC/CE/RR/KK/KR,L
14,14,"got/NNP one/CD more/JJR after/IN this/DT ,/,",DE/DD,L
14,15,i/PRP think/VBP ./.,DD/DE,L
15,0,is/VBZ this/DT your/PRP$ first/JJ one/CD ?/.,QQ,L
15,1,yea/NN ./.,KE,R
15,2,is/VBZ it/PRP yours/PRP ?/.,QQ,R
15,3,"no/DT ,/, it/PRP 's/VBZ my/PRP$ last/JJ ./.",KE/EE/KK,L
15,4,"oh/UH ,/, really/RB ?/.",KK/QQ/KQ/QK,R
15,5,yea/NN ./.,KE/KK,L
15,6,what/WP are/VBP the/DT other/JJ one/CD 's/POS like/IN ?/.,QQ,R
15,7,"um/NNP ,/,",KE/KK,L
15,8,"one/CD i/PRP went/VBD up/RB to/TO ,/,",DE/EE,L
15,9,and/CC the/DT computer/NN graph/NN said/VBD did/VBD n't/RB have/VB to/TO do/VB,EE,L
15,10,"it/PRP ,/,",EE,L
15,11,"you/PRP just/RB signed/VBD it/PRP ,/,",RE/AE,L
15,12,"and/CC the/DT other/JJ one/NN was/VBD ,/, uh/JJ",EE,L
15,13,career/NNP decision/NN ./.,ZZ,L
15,14,real/JJ easy/JJ ./.,EE/ED,L
15,15,just/RB feel/VB out/RP a/DT bunch/NN of/IN different/JJ papers/NNS ./.,RE/DE/AE/AA,L
15,16,um/NN,KE/KK,L
15,17,and/CC that/DT was/VBD two/CD hour/NN credit/NN ./.,EE,L
15,18,so/RB i/PRP got/VBD three/CD and/CC this/DT is/VBZ my/PRP$ last/JJ one/CD ./.,DE/EE,L
15,19,"who/WP do/VBP you/PRP have/VB ,/, for/IN psychology/NN ?/.",QQ,L
15,20,"uh/NNP ,/, dr./NNP newton/NNP ./.",DE/EE/KK,R
15,21,yea/NN ?/.,KQ/KK,L
15,22,what/WP hour/NN ?/.,QQ,L
15,23,"uh/NNP ,/,",KD/KK,R
15,24,"early/RB ,/, to/TO uh/VB ,/,",EE/ED/DE,R
15,25,from/IN ten/VBN to/TO eleven/VB ./.,EE,R
15,26,that/DT 's/VBZ who/WP i/PRP have/VBP !/.,EE,L
15,27,are/NNP you/PRP serious/JJ ?/.,QQ,R
15,28,yea/NN !/. !/.,KD/KE,L
15,29,you/PRP 're/VBP in/IN there/RB ?/.,IQ/QQ/RQ,R
15,30,uh-huh/NN ./.,KK/KE,L
15,31,i/PRP sit/VBP towards/IN the/DT back/NN,DE,L
15,32,in/IN the/DT middle/NN ./.,ZZ,L
15,33,"oh/UH ,/, really/RB ?/.",KK/QQ/KQ/QK,R
15,34,uh-hum/NN ./.,KE/KK,L
15,35,"i/PRP sit/VBP ,/, kinda/NN",DE,R
15,36,in/IN the/DT middle/NN on/IN the/DT,ZZ,R
15,37,"like/IN ,/, facing/VBG the/DT ,/, him/PRP",II,L
15,38,i/PRP 'm/VBP over/IN on/IN this/DT side/NN,DE,R
15,39,um/NN,KE/KK,R
15,40,on/IN the/DT left/JJ hand/NN side/NN ./.,EE,R
15,41,uh-hum/NN ./.,KK,L
15,42,you/PRP know/VBP the/DT guy/NN with/IN the/DT real/JJ blond/NN hair/NN ?/.,QQ/RQ,R
15,43,that/DT always/RB kinda/VBP talks/NNS alot/NN ?/.,QQ,R
15,44,yea/NN ./.,KD/KK,L
15,45,"yea/NN ,/,",KK/RR/KC,R
15,46,i/PRP sit/VBP right/JJ behind/IN him/PRP ./.,DE,R
15,47,"oh/UH ,/, o.k/NNP ./.",KK/IK,L
15,48,we/PRP sit/VBP on/IN the/DT same/JJ row/NN then/RB ./.,DE/CE,L
15,49,are/NNP you/PRP serious/JJ ?/.,QQ,R
15,50,,UU,L
15,51,,UU,R
15,52,oh/UH my/PRP$ goodness/NN ./.,UD/KK/ED/UU,R
15,53,what/WP 's/VBZ your/PRP$ name/NN ?/.,QQ,L
15,54,lisa/NNP ./.,DE/EE/KE,R
15,55,i/PRP 'm/VBP carla/NNP ./.,DE,L
15,56,well/RB nice/RB to/TO meet/VB you/PRP ./.,ED/KK/KD,R
15,57,nice/NNP to/TO meet/VB you/PRP ./.,ED,L
15,58,are/VBP you/PRP from/IN arlington/NNP ?/.,QQ,L
15,59,"uh-huh/NNP ,/, dallas/NNP ./.",KE/DE/KK/EE,R
15,60,um/NNP ./.,KK,L
15,61,commute/NN everyday/NN ?/.,QQ,L
15,62,everyday/JJ,DE/EE,R
15,63,are/VBP you/PRP from/IN arlington/NNP ?/.,QQ,R
15,64,"uh/NNP ,/,",KE/KK,L
15,65,i/PRP just/RB moved/VBD up/RB here/RB in/IN august/NNP ./.,DE,L
15,66,wher../NNP ?/.,QQ,R
15,67,san/NNP antonio/NNP ./.,DE/EE,L
15,68,oh/UH really/RB ?/.,QQ/KK/KQ/QK,R
15,69,uh-hum/NN ./.,KE/KK,L
15,70,do/VBP you/PRP like/IN dallas/NNP ?/.,QQ,R
15,71,"yea/NN ,/, it/PRP 's/VBZ alot/NN of/IN fun/NN ./.",KD/ED/KE/KK,L
15,72,"oh/UH ,/, arlington/NNP ./.",ED/KK/QQ/DD/EE,R
15,73,"arlington/NNP ,/, yea/NN ./.",ED/KC/RR/KD/KK/RK,L
15,74,the/DT metroplex/NNP ./.,EE/KD/EU,L
15,75,"yea/NNP ,/, i/PRP like/VBP it/PRP alot/RB better/RBR ./.",KC/KK/DD/KD,L
15,76,it/PRP 's/VBZ alot/RB more/RBR friendly/JJ ./.,ED/EE,L
15,77,i/PRP hope/VBP this/DT does/VBZ n't/RB take/VB the/DT whole/JJ hour/NN ./.,DD,L
15,78,i/PRP wonder/VBP if/IN we/PRP 'll/MD need/VB a/DT pen/NN or/CC pencil/NN ./.,DD,R
15,79,probably/RB ./.,DE/CD/UD/CE/CC,L
15,80,,UU,L
15,81,do/VB you/PRP live/VB on/IN campus/NN ?/.,QQ,R
15,82,"uh-huh/JJ ,/, i/PRP live/VBP by/IN the/DT lake/NN ,/, of/IN arlington/NNP ./.",KE/DE/KK,L
15,83,um/NNP ./.,KK,R
15,84,how/WRB far/RB in/IN dallas/NNP do/VBP you/PRP live/VB ?/.,QQ,L
15,85,"well/RB ,/, i/PRP live/VBP in/IN",KK/DE/KE,R
15,86,like/IN,ZZ,R
15,87,in/IN the/DT south/JJ part/NN of/IN dallas/NNP ./.,ZZ,R
15,88,"um/NNP ,/,",KQ/KK,R
15,89,do/VB you/PRP know/VB dallas/NNP very/RB well/RB ?/.,QQ,R
15,90,no/DT ./.,KD/KE,L
15,91,"oh/UH ,/, o.k/NNP ./.",KK/IK,R
15,92,"well/RB ,/, it/PRP 's/VBZ about/IN a/DT 20/CD to/TO 25/CD minute/NN drive/NN ./.",KK/EE/KE,R
15,93,it/PRP 's/VBZ not/RB bad/JJ ./.,EE/ED,L
